id,snapshot_date,category_tag_id,category_name,region,open_count,new_count,closed_count,is_demo
489,2026-07-02,510,고객서비스·리테일,부산,31,2,1,1
490,2026-07-01,510,고객서비스·리테일,부산,31,1,1,1
491,2026-07-14,511,디자인,경기,52,3,1,0
492,2026-07-13,511,디자인,경기,54,2,2,1
493,2026-07-12,511,디자인,경기,55,3,1,1
494,2026-07-11,511,디자인,경기,55,2,2,1
495,2026-07-10,511,디자인,경기,57,3,1,1
496,2026-07-09,511,디자인,경기,57,1,1,1
497,2026-07-08,511,디자인,경기,60,3,2,1
498,2026-07-07,511,디자인,경기,57,2,1,1
499,2026-07-06,511,디자인,경기,56,2,1,1
500,2026-07-05,511,디자인,경기,55,3,1,1
501,2026-07-04,511,디자인,경기,57,2,2,1
502,2026-07-03,511,디자인,경기,56,3,1,1
503,2026-07-02,511,디자인,경기,54,2,1,1
504,2026-07-01,511,디자인,경기,52,2,2,1
505,2026-07-14,517,HR,경기,27,1,0,0
506,2026-07-13,517,HR,경기,27,1,1,1
507,2026-07-12,517,HR,경기,27,1,1,1
508,2026-07-11,517,HR,경기,28,1,1,1
509,2026-07-10,517,HR,경기,27,1,0,1
510,2026-07-09,517,HR,경기,26,1,1,1
511,2026-07-08,517,HR,경기,27,2,1,1
512,2026-07-07,517,HR,경기,28,1,1,1
513,2026-07-06,517,HR,경기,27,1,1,1
514,2026-07-05,517,HR,경기,28,1,1,1
515,2026-07-04,517,HR,경기,29,1,1,1
516,2026-07-03,517,HR,경기,29,1,1,1
517,2026-07-02,517,HR,경기,29,1,1,1
518,2026-07-01,517,HR,경기,29,1,1,1
519,2026-07-14,10101,교육,대전,1,0,0,0
520,2026-07-13,10101,교육,대전,1,0,0,1
521,2026-07-12,10101,교육,대전,1,0,0,1
522,2026-07-11,10101,교육,대전,1,0,0,1
523,2026-07-10,10101,교육,대전,1,0,0,1
524,2026-07-09,10101,교육,대전,1,0,0,1
525,2026-07-08,10101,교육,대전,1,0,0,1
526,2026-07-07,10101,교육,대전,1,0,0,1
527,2026-07-06,10101,교육,대전,1,0,0,1
528,2026-07-05,10101,교육,대전,1,0,0,1
529,2026-07-04,10101,교육,대전,1,0,0,1
530,2026-07-03,10101,교육,대전,1,0,0,1
531,2026-07-02,10101,교육,대전,1,0,0,1
532,2026-07-01,10101,교육,대전,1,0,0,1
533,2026-07-14,518,개발,울산,4,0,0,0
534,2026-07-13,518,개발,울산,4,0,0,1
535,2026-07-12,518,개발,울산,4,0,0,1
536,2026-07-11,518,개발,울산,4,0,0,1
537,2026-07-10,518,개발,울산,4,0,0,1
538,2026-07-09,518,개발,울산,4,0,0,1
539,2026-07-08,518,개발,울산,4,0,0,1
540,2026-07-07,518,개발,울산,4,0,0,1
541,2026-07-06,518,개발,울산,4,0,0,1
542,2026-07-05,518,개발,울산,4,0,0,1
543,2026-07-04,518,개발,울산,4,0,0,1
544,2026-07-03,518,개발,울산,4,0,0,1
545,2026-07-02,518,개발,울산,4,0,0,1
546,2026-07-01,518,개발,울산,4,0,0,1
547,2026-07-14,523,마케팅·광고,인천,7,0,0,0
548,2026-07-13,523,마케팅·광고,인천,7,0,0,1
549,2026-07-12,523,마케팅·광고,인천,7,0,0,1
550,2026-07-11,523,마케팅·광고,인천,7,0,0,1
551,2026-07-10,523,마케팅·광고,인천,7,0,0,1
552,2026-07-09,523,마케팅·광고,인천,7,0,0,1
553,2026-07-08,523,마케팅·광고,인천,7,0,0,1
554,2026-07-07,523,마케팅·광고,인천,6,0,0,1
555,2026-07-06,523,마케팅·광고,인천,6,0,0,1
556,2026-07-05,523,마케팅·광고,인천,7,0,0,1
557,2026-07-04,523,마케팅·광고,인천,7,0,0,1
558,2026-07-03,523,마케팅·광고,인천,7,0,0,1
559,2026-07-02,523,마케팅·광고,인천,6,0,0,1
560,2026-07-01,523,마케팅·광고,인천,6,0,0,1
561,2026-07-14,513,엔지니어링·설계,대전,16,0,0,0
562,2026-07-13,513,엔지니어링·설계,대전,17,1,0,1
563,2026-07-12,513,엔지니어링·설계,대전,16,0,1,1
564,2026-07-11,513,엔지니어링·설계,대전,17,1,0,1
565,2026-07-10,513,엔지니어링·설계,대전,17,1,0,1
566,2026-07-09,513,엔지니어링·설계,대전,17,1,0,1
567,2026-07-08,513,엔지니어링·설계,대전,18,1,0,1
568,2026-07-07,513,엔지니어링·설계,대전,17,0,0,1
569,2026-07-06,513,엔지니어링·설계,대전,18,1,1,1
570,2026-07-05,513,엔지니어링·설계,대전,18,1,0,1
571,2026-07-04,513,엔지니어링·설계,대전,17,1,1,1
572,2026-07-03,513,엔지니어링·설계,대전,17,1,0,1
573,2026-07-02,513,엔지니어링·설계,대전,17,1,0,1
574,2026-07-01,513,엔지니어링·설계,대전,17,0,0,1
575,2026-07-14,508,금융,경기,17,1,0,0
576,2026-07-13,508,금융,경기,16,1,0,1
577,2026-07-12,508,금융,경기,16,1,1,1
578,2026-07-11,508,금융,경기,16,1,1,1
579,2026-07-10,508,금융,경기,16,1,0,1
580,2026-07-09,508,금융,경기,17,0,0,1
581,2026-07-08,508,금융,경기,17,1,0,1
582,2026-07-07,508,금융,경기,17,1,0,1
583,2026-07-06,508,금융,경기,17,1,1,1
584,2026-07-05,508,금융,경기,18,1,1,1
585,2026-07-04,508,금융,경기,18,1,0,1
586,2026-07-03,508,금융,경기,17,1,1,1
587,2026-07-02,508,금융,경기,17,1,1,1
588,2026-07-01,508,금융,경기,16,1,0,1
589,2026-07-14,530,영업,인천,3,0,0,0
590,2026-07-13,530,영업,인천,3,0,0,1
591,2026-07-12,530,영업,인천,3,0,0,1
592,2026-07-11,530,영업,인천,3,0,0,1
593,2026-07-10,530,영업,인천,3,0,0,1
594,2026-07-09,530,영업,인천,3,0,0,1
595,2026-07-08,530,영업,인천,3,0,0,1
596,2026-07-07,530,영업,인천,3,0,0,1
597,2026-07-06,530,영업,인천,3,0,0,1
598,2026-07-05,530,영업,인천,3,0,0,1
599,2026-07-04,530,영업,인천,3,0,0,1
600,2026-07-03,530,영업,인천,3,0,0,1
601,2026-07-02,530,영업,인천,3,0,0,1
602,2026-07-01,530,영업,인천,3,0,0,1
603,2026-07-14,523,마케팅·광고,부산,6,0,0,0
604,2026-07-13,523,마케팅·광고,부산,6,0,0,1
605,2026-07-12,523,마케팅·광고,부산,6,0,0,1
606,2026-07-11,523,마케팅·광고,부산,6,0,0,1
607,2026-07-10,523,마케팅·광고,부산,6,0,0,1
608,2026-07-09,523,마케팅·광고,부산,6,0,0,1
609,2026-07-08,523,마케팅·광고,부산,6,0,0,1
610,2026-07-07,523,마케팅·광고,부산,6,0,0,1
611,2026-07-06,523,마케팅·광고,부산,6,0,0,1
612,2026-07-05,523,마케팅·광고,부산,6,0,0,1
613,2026-07-04,523,마케팅·광고,부산,6,0,0,1
614,2026-07-03,523,마케팅·광고,부산,6,0,0,1
615,2026-07-02,523,마케팅·광고,부산,6,0,0,1
616,2026-07-01,523,마케팅·광고,부산,6,0,0,1
617,2026-07-14,518,개발,세종,7,0,0,0
618,2026-07-13,518,개발,세종,7,0,0,1
619,2026-07-12,518,개발,세종,7,0,0,1
620,2026-07-11,518,개발,세종,6,0,0,1
621,2026-07-10,518,개발,세종,6,0,0,1
622,2026-07-09,518,개발,세종,6,0,0,1
623,2026-07-08,518,개발,세종,6,0,0,1
624,2026-07-07,518,개발,세종,6,0,0,1
625,2026-07-06,518,개발,세종,6,0,0,1
626,2026-07-05,518,개발,세종,6,0,0,1
627,2026-07-04,518,개발,세종,6,0,0,1
628,2026-07-03,518,개발,세종,6,0,0,1
629,2026-07-02,518,개발,세종,6,0,0,1
630,2026-07-01,518,개발,세종,6,0,0,1
631,2026-07-14,10057,식·음료,서울,15,1,0,0
632,2026-07-13,10057,식·음료,서울,15,0,0,1
633,2026-07-12,10057,식·음료,서울,15,0,0,1
634,2026-07-11,10057,식·음료,서울,15,1,0,1
635,2026-07-10,10057,식·음료,서울,15,0,1,1
636,2026-07-09,10057,식·음료,서울,14,1,0,1
637,2026-07-08,10057,식·음료,서울,15,1,0,1
638,2026-07-07,10057,식·음료,서울,15,0,0,1
639,2026-07-06,10057,식·음료,서울,16,0,1,1
640,2026-07-05,10057,식·음료,서울,15,0,0,1
641,2026-07-04,10057,식·음료,서울,16,1,0,1
642,2026-07-03,10057,식·음료,서울,16,0,0,1
643,2026-07-02,10057,식·음료,서울,16,1,1,1
644,2026-07-01,10057,식·음료,서울,16,1,0,1
645,2026-07-14,507,경영·비즈니스,충남,1,0,0,0
646,2026-07-13,507,경영·비즈니스,충남,1,0,0,1
647,2026-07-12,507,경영·비즈니스,충남,1,0,0,1
648,2026-07-11,507,경영·비즈니스,충남,1,0,0,1
649,2026-07-10,507,경영·비즈니스,충남,1,0,0,1
650,2026-07-09,507,경영·비즈니스,충남,1,0,0,1
651,2026-07-08,507,경영·비즈니스,충남,1,0,0,1
652,2026-07-07,507,경영·비즈니스,충남,1,0,0,1
653,2026-07-06,507,경영·비즈니스,충남,1,0,0,1
654,2026-07-05,507,경영·비즈니스,충남,1,0,0,1
655,2026-07-04,507,경영·비즈니스,충남,1,0,0,1
656,2026-07-03,507,경영·비즈니스,충남,1,0,0,1
657,2026-07-02,507,경영·비즈니스,충남,1,0,0,1
658,2026-07-01,507,경영·비즈니스,충남,1,0,0,1
659,2026-07-14,518,개발,대구,5,0,0,0
660,2026-07-13,518,개발,대구,5,0,0,1
661,2026-07-12,518,개발,대구,5,0,0,1
662,2026-07-11,518,개발,대구,5,0,0,1
663,2026-07-10,518,개발,대구,5,0,0,1
664,2026-07-09,518,개발,대구,5,0,0,1
665,2026-07-08,518,개발,대구,5,0,0,1
666,2026-07-07,518,개발,대구,5,0,0,1
667,2026-07-06,518,개발,대구,5,0,0,1
668,2026-07-05,518,개발,대구,5,0,0,1
669,2026-07-04,518,개발,대구,5,0,0,1
670,2026-07-03,518,개발,대구,5,0,0,1
671,2026-07-02,518,개발,대구,5,0,0,1
672,2026-07-01,518,개발,대구,5,0,0,1
673,2026-07-14,513,엔지니어링·설계,부산,6,0,0,0
674,2026-07-13,513,엔지니어링·설계,부산,6,0,0,1
675,2026-07-12,513,엔지니어링·설계,부산,6,0,0,1
676,2026-07-11,513,엔지니어링·설계,부산,6,0,0,1
677,2026-07-10,513,엔지니어링·설계,부산,6,0,0,1
678,2026-07-09,513,엔지니어링·설계,부산,6,0,0,1
679,2026-07-08,513,엔지니어링·설계,부산,6,0,0,1
680,2026-07-07,513,엔지니어링·설계,부산,6,0,0,1
681,2026-07-06,513,엔지니어링·설계,부산,6,0,0,1
682,2026-07-05,513,엔지니어링·설계,부산,6,0,0,1
683,2026-07-04,513,엔지니어링·설계,부산,6,0,0,1
684,2026-07-03,513,엔지니어링·설계,부산,6,0,0,1
685,2026-07-02,513,엔지니어링·설계,부산,6,0,0,1
686,2026-07-01,513,엔지니어링·설계,부산,6,0,0,1
687,2026-07-14,518,개발,경북,10,0,0,0
688,2026-07-13,518,개발,경북,10,1,0,1
689,2026-07-12,518,개발,경북,9,0,0,1
690,2026-07-11,518,개발,경북,10,0,0,1
691,2026-07-10,518,개발,경북,10,1,0,1
692,2026-07-09,518,개발,경북,10,1,0,1
693,2026-07-08,518,개발,경북,10,1,0,1
694,2026-07-07,518,개발,경북,10,0,0,1
695,2026-07-06,518,개발,경북,10,1,0,1
696,2026-07-05,518,개발,경북,10,0,0,1
697,2026-07-04,518,개발,경북,10,0,0,1
698,2026-07-03,518,개발,경북,10,0,0,1
699,2026-07-02,518,개발,경북,10,0,0,1
700,2026-07-01,518,개발,경북,9,0,0,1
701,2026-07-14,513,엔지니어링·설계,제주,1,0,0,0
702,2026-07-13,513,엔지니어링·설계,제주,1,0,0,1
703,2026-07-12,513,엔지니어링·설계,제주,1,0,0,1
704,2026-07-11,513,엔지니어링·설계,제주,1,0,0,1
705,2026-07-10,513,엔지니어링·설계,제주,1,0,0,1
706,2026-07-09,513,엔지니어링·설계,제주,1,0,0,1
707,2026-07-08,513,엔지니어링·설계,제주,1,0,0,1
708,2026-07-07,513,엔지니어링·설계,제주,1,0,0,1
709,2026-07-06,513,엔지니어링·설계,제주,1,0,0,1
710,2026-07-05,513,엔지니어링·설계,제주,1,0,0,1
711,2026-07-04,513,엔지니어링·설계,제주,1,0,0,1
712,2026-07-03,513,엔지니어링·설계,제주,1,0,0,1
713,2026-07-02,513,엔지니어링·설계,제주,1,0,0,1
714,2026-07-01,513,엔지니어링·설계,제주,1,0,0,1
715,2026-07-14,507,경영·비즈니스,대전,5,0,0,0
716,2026-07-13,507,경영·비즈니스,대전,5,0,0,1
717,2026-07-12,507,경영·비즈니스,대전,5,0,0,1
718,2026-07-11,507,경영·비즈니스,대전,5,0,0,1
719,2026-07-10,507,경영·비즈니스,대전,5,0,0,1
720,2026-07-09,507,경영·비즈니스,대전,5,0,0,1
721,2026-07-08,507,경영·비즈니스,대전,5,0,0,1
722,2026-07-07,507,경영·비즈니스,대전,5,0,0,1
723,2026-07-06,507,경영·비즈니스,대전,5,0,0,1
724,2026-07-05,507,경영·비즈니스,대전,5,0,0,1
725,2026-07-04,507,경영·비즈니스,대전,5,0,0,1
726,2026-07-03,507,경영·비즈니스,대전,5,0,0,1
727,2026-07-02,507,경영·비즈니스,대전,5,0,0,1
728,2026-07-01,507,경영·비즈니스,대전,5,0,0,1
729,2026-07-14,509,건설·시설,서울,20,0,0,0
730,2026-07-13,509,건설·시설,서울,21,1,1,1
731,2026-07-12,509,건설·시설,서울,21,1,0,1
732,2026-07-11,509,건설·시설,서울,21,1,1,1
733,2026-07-10,509,건설·시설,서울,22,1,1,1
734,2026-07-09,509,건설·시설,서울,21,1,1,1
735,2026-07-08,509,건설·시설,서울,22,1,1,1
736,2026-07-07,509,건설·시설,서울,23,0,0,1
737,2026-07-06,509,건설·시설,서울,23,1,1,1
738,2026-07-05,509,건설·시설,서울,23,1,0,1
739,2026-07-04,509,건설·시설,서울,23,0,0,1
740,2026-07-03,509,건설·시설,서울,22,1,1,1
741,2026-07-02,509,건설·시설,서울,23,1,1,1
742,2026-07-01,509,건설·시설,서울,22,1,0,1
743,2026-07-14,532,물류·무역,인천,6,0,0,0
744,2026-07-13,532,물류·무역,인천,6,0,0,1
745,2026-07-12,532,물류·무역,인천,6,0,0,1
746,2026-07-11,532,물류·무역,인천,6,0,0,1
747,2026-07-10,532,물류·무역,인천,6,0,0,1
748,2026-07-09,532,물류·무역,인천,6,0,0,1
749,2026-07-08,532,물류·무역,인천,6,0,0,1
750,2026-07-07,532,물류·무역,인천,6,0,0,1
751,2026-07-06,532,물류·무역,인천,6,0,0,1
752,2026-07-05,532,물류·무역,인천,6,0,0,1
753,2026-07-04,532,물류·무역,인천,6,0,0,1
754,2026-07-03,532,물류·무역,인천,6,0,0,1
755,2026-07-02,532,물류·무역,인천,6,0,0,1
756,2026-07-01,532,물류·무역,인천,6,0,0,1
757,2026-07-14,518,개발,부산,11,0,0,0
758,2026-07-13,518,개발,부산,11,0,0,1
759,2026-07-12,518,개발,부산,11,0,0,1
760,2026-07-11,518,개발,부산,11,0,0,1
761,2026-07-10,518,개발,부산,11,0,0,1
762,2026-07-09,518,개발,부산,11,0,0,1
763,2026-07-08,518,개발,부산,12,0,0,1
764,2026-07-07,518,개발,부산,12,0,0,1
765,2026-07-06,518,개발,부산,12,0,0,1
766,2026-07-05,518,개발,부산,11,1,0,1
767,2026-07-04,518,개발,부산,12,0,0,1
768,2026-07-03,518,개발,부산,12,0,0,1
769,2026-07-02,518,개발,부산,12,0,0,1
770,2026-07-01,518,개발,부산,12,0,0,1
771,2026-07-14,513,엔지니어링·설계,경기,52,2,1,0
772,2026-07-13,513,엔지니어링·설계,경기,53,1,1,1
773,2026-07-12,513,엔지니어링·설계,경기,51,2,1,1
774,2026-07-11,513,엔지니어링·설계,경기,50,2,1,1
775,2026-07-10,513,엔지니어링·설계,경기,49,3,2,1
776,2026-07-09,513,엔지니어링·설계,경기,50,2,2,1
777,2026-07-08,513,엔지니어링·설계,경기,52,2,2,1
778,2026-07-07,513,엔지니어링·설계,경기,50,2,2,1
779,2026-07-06,513,엔지니어링·설계,경기,50,2,1,1
780,2026-07-05,513,엔지니어링·설계,경기,50,3,1,1
781,2026-07-04,513,엔지니어링·설계,경기,52,2,1,1
782,2026-07-03,513,엔지니어링·설계,경기,52,2,1,1
783,2026-07-02,513,엔지니어링·설계,경기,50,2,2,1
784,2026-07-01,513,엔지니어링·설계,경기,50,2,2,1
785,2026-07-14,517,HR,울산,1,0,0,0
786,2026-07-13,517,HR,울산,1,0,0,1
787,2026-07-12,517,HR,울산,1,0,0,1
788,2026-07-11,517,HR,울산,1,0,0,1
789,2026-07-10,517,HR,울산,1,0,0,1
790,2026-07-09,517,HR,울산,1,0,0,1
791,2026-07-08,517,HR,울산,1,0,0,1
792,2026-07-07,517,HR,울산,1,0,0,1
793,2026-07-06,517,HR,울산,1,0,0,1
794,2026-07-05,517,HR,울산,1,0,0,1
795,2026-07-04,517,HR,울산,1,0,0,1
796,2026-07-03,517,HR,울산,1,0,0,1
797,2026-07-02,517,HR,울산,1,0,0,1
798,2026-07-01,517,HR,울산,1,0,0,1
799,2026-07-14,507,경영·비즈니스,울산,2,0,0,0
800,2026-07-13,507,경영·비즈니스,울산,2,0,0,1
801,2026-07-12,507,경영·비즈니스,울산,2,0,0,1
802,2026-07-11,507,경영·비즈니스,울산,2,0,0,1
803,2026-07-10,507,경영·비즈니스,울산,2,0,0,1
804,2026-07-09,507,경영·비즈니스,울산,2,0,0,1
805,2026-07-08,507,경영·비즈니스,울산,2,0,0,1
806,2026-07-07,507,경영·비즈니스,울산,2,0,0,1
807,2026-07-06,507,경영·비즈니스,울산,2,0,0,1
808,2026-07-05,507,경영·비즈니스,울산,2,0,0,1
809,2026-07-04,507,경영·비즈니스,울산,2,0,0,1
810,2026-07-03,507,경영·비즈니스,울산,2,0,0,1
811,2026-07-02,507,경영·비즈니스,울산,2,0,0,1
812,2026-07-01,507,경영·비즈니스,울산,2,0,0,1
813,2026-07-14,532,물류·무역,충북,2,0,0,0
814,2026-07-13,532,물류·무역,충북,2,0,0,1
815,2026-07-12,532,물류·무역,충북,2,0,0,1
816,2026-07-11,532,물류·무역,충북,2,0,0,1
817,2026-07-10,532,물류·무역,충북,2,0,0,1
818,2026-07-09,532,물류·무역,충북,2,0,0,1
819,2026-07-08,532,물류·무역,충북,2,0,0,1
820,2026-07-07,532,물류·무역,충북,2,0,0,1
821,2026-07-06,532,물류·무역,충북,2,0,0,1
822,2026-07-05,532,물류·무역,충북,2,0,0,1
823,2026-07-04,532,물류·무역,충북,2,0,0,1
824,2026-07-03,532,물류·무역,충북,2,0,0,1
825,2026-07-02,532,물류·무역,충북,2,0,0,1
826,2026-07-01,532,물류·무역,충북,2,0,0,1
827,2026-07-14,507,경영·비즈니스,부산,11,0,0,0
828,2026-07-13,507,경영·비즈니스,부산,11,0,0,1
829,2026-07-12,507,경영·비즈니스,부산,12,0,0,1
830,2026-07-11,507,경영·비즈니스,부산,12,1,0,1
831,2026-07-10,507,경영·비즈니스,부산,12,0,0,1
832,2026-07-09,507,경영·비즈니스,부산,12,1,0,1
833,2026-07-08,507,경영·비즈니스,부산,13,0,0,1
834,2026-07-07,507,경영·비즈니스,부산,13,0,0,1
835,2026-07-06,507,경영·비즈니스,부산,13,0,0,1
836,2026-07-05,507,경영·비즈니스,부산,13,1,0,1
837,2026-07-04,507,경영·비즈니스,부산,13,1,0,1
838,2026-07-03,507,경영·비즈니스,부산,13,1,0,1
839,2026-07-02,507,경영·비즈니스,부산,13,1,1,1
840,2026-07-01,507,경영·비즈니스,부산,14,1,0,1
841,2026-07-14,522,제조·생산,인천,3,0,0,0
842,2026-07-13,522,제조·생산,인천,3,0,0,1
843,2026-07-12,522,제조·생산,인천,3,0,0,1
844,2026-07-11,522,제조·생산,인천,3,0,0,1
845,2026-07-10,522,제조·생산,인천,3,0,0,1
846,2026-07-09,522,제조·생산,인천,3,0,0,1
847,2026-07-08,522,제조·생산,인천,3,0,0,1
848,2026-07-07,522,제조·생산,인천,3,0,0,1
849,2026-07-06,522,제조·생산,인천,3,0,0,1
850,2026-07-05,522,제조·생산,인천,3,0,0,1
851,2026-07-04,522,제조·생산,인천,3,0,0,1
852,2026-07-03,522,제조·생산,인천,3,0,0,1
853,2026-07-02,522,제조·생산,인천,3,0,0,1
854,2026-07-01,522,제조·생산,인천,3,0,0,1
855,2026-07-14,522,제조·생산,대구,1,0,0,0
856,2026-07-13,522,제조·생산,대구,1,0,0,1
857,2026-07-12,522,제조·생산,대구,1,0,0,1
858,2026-07-11,522,제조·생산,대구,1,0,0,1
859,2026-07-10,522,제조·생산,대구,1,0,0,1
860,2026-07-09,522,제조·생산,대구,1,0,0,1
861,2026-07-08,522,제조·생산,대구,1,0,0,1
862,2026-07-07,522,제조·생산,대구,1,0,0,1
863,2026-07-06,522,제조·생산,대구,1,0,0,1
864,2026-07-05,522,제조·생산,대구,1,0,0,1
865,2026-07-04,522,제조·생산,대구,1,0,0,1
866,2026-07-03,522,제조·생산,대구,1,0,0,1
867,2026-07-02,522,제조·생산,대구,1,0,0,1
868,2026-07-01,522,제조·생산,대구,1,0,0,1
869,2026-07-14,518,개발,인천,28,1,0,0
870,2026-07-13,518,개발,인천,27,1,1,1
871,2026-07-12,518,개발,인천,28,1,0,1
872,2026-07-11,518,개발,인천,27,1,1,1
873,2026-07-10,518,개발,인천,27,1,1,1
874,2026-07-09,518,개발,인천,28,1,1,1
875,2026-07-08,518,개발,인천,28,1,1,1
876,2026-07-07,518,개발,인천,27,1,1,1
877,2026-07-06,518,개발,인천,28,1,1,1
878,2026-07-05,518,개발,인천,29,1,1,1
879,2026-07-04,518,개발,인천,28,1,0,1
880,2026-07-03,518,개발,인천,29,1,1,1
881,2026-07-02,518,개발,인천,30,1,1,1
882,2026-07-01,518,개발,인천,31,2,1,1
883,2026-07-14,510,고객서비스·리테일,대구,7,0,0,0
884,2026-07-13,510,고객서비스·리테일,대구,7,0,0,1
885,2026-07-12,510,고객서비스·리테일,대구,7,0,0,1
886,2026-07-11,510,고객서비스·리테일,대구,7,0,0,1
887,2026-07-10,510,고객서비스·리테일,대구,7,0,0,1
888,2026-07-09,510,고객서비스·리테일,대구,7,0,0,1
889,2026-07-08,510,고객서비스·리테일,대구,7,0,0,1
890,2026-07-07,510,고객서비스·리테일,대구,7,0,0,1
891,2026-07-06,510,고객서비스·리테일,대구,7,0,0,1
892,2026-07-05,510,고객서비스·리테일,대구,7,0,0,1
893,2026-07-04,510,고객서비스·리테일,대구,7,0,0,1
894,2026-07-03,510,고객서비스·리테일,대구,7,0,0,1
895,2026-07-02,510,고객서비스·리테일,대구,7,0,0,1
896,2026-07-01,510,고객서비스·리테일,대구,7,0,0,1
897,2026-07-14,513,엔지니어링·설계,인천,8,0,0,0
898,2026-07-13,513,엔지니어링·설계,인천,8,0,0,1
899,2026-07-12,513,엔지니어링·설계,인천,8,0,0,1
900,2026-07-11,513,엔지니어링·설계,인천,8,0,0,1
901,2026-07-10,513,엔지니어링·설계,인천,8,0,0,1
902,2026-07-09,513,엔지니어링·설계,인천,8,0,0,1
903,2026-07-08,513,엔지니어링·설계,인천,8,0,0,1
904,2026-07-07,513,엔지니어링·설계,인천,8,0,0,1
905,2026-07-06,513,엔지니어링·설계,인천,8,0,0,1
906,2026-07-05,513,엔지니어링·설계,인천,8,0,0,1
907,2026-07-04,513,엔지니어링·설계,인천,8,0,0,1
908,2026-07-03,513,엔지니어링·설계,인천,8,0,0,1
909,2026-07-02,513,엔지니어링·설계,인천,8,0,0,1
910,2026-07-01,513,엔지니어링·설계,인천,8,0,0,1
911,2026-07-14,530,영업,대구,6,0,0,0
912,2026-07-13,530,영업,대구,6,0,0,1
913,2026-07-12,530,영업,대구,6,0,0,1
914,2026-07-11,530,영업,대구,6,0,0,1
915,2026-07-10,530,영업,대구,6,0,0,1
916,2026-07-09,530,영업,대구,6,0,0,1
917,2026-07-08,530,영업,대구,7,0,0,1
918,2026-07-07,530,영업,대구,6,0,0,1
919,2026-07-06,530,영업,대구,6,0,0,1
920,2026-07-05,530,영업,대구,6,0,0,1
921,2026-07-04,530,영업,대구,6,0,0,1
922,2026-07-03,530,영업,대구,6,0,0,1
923,2026-07-02,530,영업,대구,6,0,0,1
924,2026-07-01,530,영업,대구,6,0,0,1
925,2026-07-14,530,영업,부산,11,1,0,0
926,2026-07-13,530,영업,부산,11,0,0,1
927,2026-07-12,530,영업,부산,11,1,0,1
928,2026-07-11,530,영업,부산,10,0,0,1
929,2026-07-10,530,영업,부산,10,0,0,1
930,2026-07-09,530,영업,부산,11,0,0,1
931,2026-07-08,530,영업,부산,11,1,0,1
932,2026-07-07,530,영업,부산,10,1,0,1
933,2026-07-06,530,영업,부산,11,0,0,1
934,2026-07-05,530,영업,부산,10,0,0,1
935,2026-07-04,530,영업,부산,11,0,0,1
936,2026-07-03,530,영업,부산,11,0,0,1
937,2026-07-02,530,영업,부산,11,0,0,1
938,2026-07-01,530,영업,부산,11,1,0,1
939,2026-07-14,522,제조·생산,강원,1,0,0,0
940,2026-07-13,522,제조·생산,강원,1,0,0,1
941,2026-07-12,522,제조·생산,강원,1,0,0,1
942,2026-07-11,522,제조·생산,강원,1,0,0,1
943,2026-07-10,522,제조·생산,강원,1,0,0,1
944,2026-07-09,522,제조·생산,강원,1,0,0,1
945,2026-07-08,522,제조·생산,강원,1,0,0,1
946,2026-07-07,522,제조·생산,강원,1,0,0,1
947,2026-07-06,522,제조·생산,강원,1,0,0,1
948,2026-07-05,522,제조·생산,강원,1,0,0,1
949,2026-07-04,522,제조·생산,강원,1,0,0,1
950,2026-07-03,522,제조·생산,강원,1,0,0,1
951,2026-07-02,522,제조·생산,강원,1,0,0,1
952,2026-07-01,522,제조·생산,강원,1,0,0,1
953,2026-07-14,510,고객서비스·리테일,경남,2,0,0,0
954,2026-07-13,510,고객서비스·리테일,경남,2,0,0,1
955,2026-07-12,510,고객서비스·리테일,경남,2,0,0,1
956,2026-07-11,510,고객서비스·리테일,경남,2,0,0,1
957,2026-07-10,510,고객서비스·리테일,경남,2,0,0,1
958,2026-07-09,510,고객서비스·리테일,경남,2,0,0,1
959,2026-07-08,510,고객서비스·리테일,경남,2,0,0,1
960,2026-07-07,510,고객서비스·리테일,경남,2,0,0,1
961,2026-07-06,510,고객서비스·리테일,경남,2,0,0,1
962,2026-07-05,510,고객서비스·리테일,경남,2,0,0,1
963,2026-07-04,510,고객서비스·리테일,경남,2,0,0,1
964,2026-07-03,510,고객서비스·리테일,경남,2,0,0,1
965,2026-07-02,510,고객서비스·리테일,경남,2,0,0,1
966,2026-07-01,510,고객서비스·리테일,경남,2,0,0,1
967,2026-07-14,510,고객서비스·리테일,인천,2,0,0,0
968,2026-07-13,510,고객서비스·리테일,인천,2,0,0,1
969,2026-07-12,510,고객서비스·리테일,인천,2,0,0,1
970,2026-07-11,510,고객서비스·리테일,인천,2,0,0,1
971,2026-07-10,510,고객서비스·리테일,인천,2,0,0,1
972,2026-07-09,510,고객서비스·리테일,인천,2,0,0,1
973,2026-07-08,510,고객서비스·리테일,인천,2,0,0,1
974,2026-07-07,510,고객서비스·리테일,인천,2,0,0,1
975,2026-07-06,510,고객서비스·리테일,인천,2,0,0,1
976,2026-07-05,510,고객서비스·리테일,인천,2,0,0,1
977,2026-07-04,510,고객서비스·리테일,인천,2,0,0,1
978,2026-07-03,510,고객서비스·리테일,인천,2,0,0,1
979,2026-07-02,510,고객서비스·리테일,인천,2,0,0,1
980,2026-07-01,510,고객서비스·리테일,인천,2,0,0,1
981,2026-07-14,10566,정보보호,부산,1,0,0,0
982,2026-07-13,10566,정보보호,부산,1,0,0,1
